Org,Experiment,Side,Well_ID,Row,Col,CTG,Compound_ID,Concentration,Units,Description,CTG_Norm
Org38,2,right,K15,K,15,3688,Cisplatin,10,uM,Sample,0.363726022
Org38,2,right,K16,K,16,6444,Cisplatin,7.5,uM,Sample,0.635534297
Org38,2,right,K17,K,17,9033,Cisplatin,5,uM,Sample,0.890872331
Org38,2,right,K18,K,18,11233,Cisplatin,2,uM,Sample,1.107845555
Org38,2,right,K19,K,19,11209,Cisplatin,1,uM,Sample,1.105478574
Org38,2,right,K20,K,20,12496,Cisplatin,0.75,uM,Sample,1.23240791
Org38,2,right,K21,K,21,12674,Cisplatin,0.5,uM,Sample,1.249963016
Org38,2,right,K22,K,22,14942,Cisplatin,0.2,uM,Sample,1.473642685
Org38,2,right,K23,K,23,14968,Cisplatin,0.1,uM,Sample,1.476206914
Org38,2,left,L2,L,2,11595,DMSO,0,uM,ctrl,0.873874213
Org38,2,left,L3,L,3,12931,Irinotecan,20,uM,Sample,0.974563817
Org38,2,left,L4,L,4,14003,Irinotecan,10,uM,Sample,1.055356672
Org38,2,left,L5,L,5,15122,Irinotecan,7.5,uM,Sample,1.139691751
Org38,2,left,L6,L,6,14531,Irinotecan,5,uM,Sample,1.095150168
Org38,2,left,L7,L,7,14264,Irinotecan,2,uM,Sample,1.07502732
Org38,2,left,L8,L,8,15765,Irinotecan,1,uM,Sample,1.188152391
Org38,2,left,L9,L,9,16110,Irinotecan,0.75,uM,Sample,1.214153823
Org38,2,left,L10,L,10,16074,Irinotecan,0.5,uM,Sample,1.21144063
Org38,2,left,L11,L,11,15531,Irinotecan,0.2,uM,Sample,1.170516637
Org38,2,left,L12,L,12,15677,Irinotecan,0.1,uM,Sample,1.181520142
Org38,2,right,L13,L,13,10838,DMSO,0,uM,ctrl,1.068888998
Org38,2,right,L14,L,14,12428,Paclitaxel,20,uM,ctrl,1.225701465
Org38,2,right,L15,L,15,10536,Paclitaxel,10,uM,ctrl,1.039104492
Org38,2,right,L16,L,16,8632,Paclitaxel,7.5,uM,ctrl,0.85132403
Org38,2,right,L17,L,17,10739,Paclitaxel,5,uM,ctrl,1.059125203
Org38,2,right,L18,L,18,9964,Paclitaxel,2,uM,ctrl,0.982691454
Org38,2,right,L19,L,19,9540,Paclitaxel,1,uM,ctrl,0.940874797
Org38,2,right,L20,L,20,9614,Paclitaxel,0.75,uM,ctrl,0.948172987
Org38,2,right,L21,L,21,8705,Paclitaxel,0.5,uM,ctrl,0.858523596
Org38,2,right,L22,L,22,10126,Paclitaxel,0.2,uM,ctrl,0.998668573
Org38,2,right,L23,L,23,9873,Paclitaxel,0.1,uM,ctrl,0.973716653
Org38,2,left,M2,M,2,14942,DMSO,0,uM,ctrl,1.126125787
Org38,2,left,M3,M,3,8450,Oxaliplatin,20,uM,Sample,0.636846667
Org38,2,left,M4,M,4,9901,Oxaliplatin,10,uM,Sample,0.746203414
Org38,2,left,M5,M,5,10131,Oxaliplatin,7.5,uM,Sample,0.763537702
Org38,2,left,M6,M,6,11496,Oxaliplatin,5,uM,Sample,0.866412933
Org38,2,left,M7,M,7,12439,Oxaliplatin,2,uM,Sample,0.937483514
Org38,2,left,M8,M,8,13176,Oxaliplatin,1,uM,Sample,0.993028602
Org38,2,left,M9,M,9,13754,Oxaliplatin,0.75,uM,Sample,1.036590421
Org38,2,left,M10,M,10,13118,Oxaliplatin,0.5,uM,Sample,0.988657346
Org38,2,left,M11,M,11,12993,Oxaliplatin,0.2,uM,Sample,0.979236538
Org38,2,left,M12,M,12,13524,Oxaliplatin,0.1,uM,Sample,1.019256133
Org38,2,right,M13,M,13,12077,DMSO,0,uM,ctrl,1.191084373
Org38,2,right,M14,M,14,1810,Topotecan,20,uM,Sample,0.178509788
Org38,2,right,M15,M,15,292,Topotecan,10,uM,Sample,0.028798264
Org38,2,right,M16,M,16,468,Topotecan,7.5,uM,Sample,0.046156122
Org38,2,right,M17,M,17,4252,Topotecan,5,uM,Sample,0.419350067
Org38,2,right,M18,M,18,10340,Topotecan,2,uM,Sample,1.019774151
Org38,2,right,M19,M,19,10789,Topotecan,1,uM,Sample,1.064056413
Org38,2,right,M20,M,20,11390,Topotecan,0.75,uM,Sample,1.123329553
Org38,2,right,M21,M,21,12620,Topotecan,0.5,uM,Sample,1.24463731
Org38,2,right,M22,M,22,13860,Topotecan,0.2,uM,Sample,1.366931308
Org38,2,right,M23,M,23,15017,Topotecan,0.1,uM,Sample,1.481039499
Org38,2,left,N2,N,2,16722,Media,0,uM,ctrl,1.260278102
Org38,2,left,N3,N,3,1067,Doxorubicin,20,uM,Sample,0.080416023
Org38,2,left,N4,N,4,2882,Doxorubicin,10,uM,Sample,0.217206165
Org38,2,left,N5,N,5,6565,Doxorubicin,7.5,uM,Sample,0.494780872
Org38,2,left,N6,N,6,9611,Doxorubicin,5,uM,Sample,0.724347138
Org38,2,left,N7,N,7,14097,Doxorubicin,2,uM,Sample,1.06244112
Org38,2,left,N8,N,8,16355,Doxorubicin,1,uM,Sample,1.232618608
Org38,2,left,N9,N,9,13562,Doxorubicin,0.75,uM,Sample,1.022120059
Org38,2,left,N10,N,10,14865,Doxorubicin,0.5,uM,Sample,1.120322568
Org38,2,left,N11,N,11,14533,Doxorubicin,0.2,uM,Sample,1.095300901
Org38,2,left,N12,N,12,16236,Doxorubicin,0.1,uM,Sample,1.223649998
Org38,2,right,N13,N,13,12831,Media,0,uM,ctrl,1.265447014
Org38,2,right,N14,N,14,337,Mitomycin C,20,uM,ctrl,0.033236353
Org38,2,right,N15,N,15,52,Mitomycin C,10,uM,ctrl,0.005128458
Org38,2,right,N16,N,16,491,Mitomycin C,7.5,uM,ctrl,0.048424479
Org38,2,right,N17,N,17,10060,Mitomycin C,5,uM,ctrl,0.992159377
Org38,2,right,N18,N,18,14002,Mitomycin C,2,uM,ctrl,1.380935944
Org38,2,right,N19,N,19,15192,Mitomycin C,1,uM,ctrl,1.498298733
Org38,2,right,N20,N,20,14758,Mitomycin C,0.75,uM,ctrl,1.455495833
Org38,2,right,N21,N,21,14692,Mitomycin C,0.5,uM,ctrl,1.448986636
Org38,2,right,N22,N,22,13877,Mitomycin C,0.2,uM,ctrl,1.36860792
Org38,2,right,N23,N,23,16207,Mitomycin C,0.1,uM,ctrl,1.598402288
Org38,2,left,O3,O,3,10023,Gemcitabine,20,uM,Sample,0.755398123
Org38,2,left,O4,O,4,10986,Gemcitabine,10,uM,Sample,0.827976033
Org38,2,left,O5,O,5,11359,Gemcitabine,7.5,uM,Sample,0.856087727
Org38,2,left,O6,O,6,11389,Gemcitabine,5,uM,Sample,0.858348721
Org38,2,left,O7,O,7,11999,Gemcitabine,2,uM,Sample,0.904322267
Org38,2,left,O8,O,8,13229,Gemcitabine,1,uM,Sample,0.997023024
Org38,2,left,O9,O,9,12478,Gemcitabine,0.75,uM,Sample,0.940422806
Org38,2,left,O10,O,10,12343,Gemcitabine,0.5,uM,Sample,0.930248333
Org38,2,left,O11,O,11,11600,Gemcitabine,0.2,uM,Sample,0.874251046
Org38,2,left,O12,O,12,14256,Gemcitabine,0.1,uM,Sample,1.074424389
Org38,2,right,O14,O,14,20,Cetuximab,5,uM,Sample,0.001972484
Org38,2,right,O15,O,15,13,Cetuximab,2,uM,Sample,0.001282115
Org38,2,right,O16,O,16,14,Cetuximab,1,uM,Sample,0.001380739
Org38,2,right,O17,O,17,115,Cetuximab,0.75,uM,Sample,0.011341782
Org38,2,right,O18,O,18,1644,Cetuximab,0.5,uM,Sample,0.162138172
Org38,2,right,O19,O,19,7255,Cetuximab,0.2,uM,Sample,0.715518517
Org38,2,right,O20,O,20,11947,Cetuximab,0.1,uM,Sample,1.178263228
Org38,2,right,O21,O,21,14621,Cetuximab,0.1,uM,Sample,1.441984319
Org38,2,right,O22,O,22,15393,Cetuximab,0,uM,Sample,1.518122195
Org38,2,right,O23,O,23,17238,Cetuximab,0,uM,Sample,1.700083831
Org64,2,left,B3,B,3,248,Staurosporine,20,uM,ctrl,0.071233664
Org64,2,left,B4,B,4,522,Staurosporine,10,uM,ctrl,0.149935373
Org64,2,left,B5,B,5,1041,Staurosporine,7.5,uM,ctrl,0.299009048
Org64,2,left,B6,B,6,444,Staurosporine,5,uM,ctrl,0.127531237
Org64,2,left,B7,B,7,851,Staurosporine,2,uM,ctrl,0.24443487
Org64,2,left,B8,B,8,944,Staurosporine,1,uM,ctrl,0.271147494
Org64,2,left,B9,B,9,902,Staurosporine,0.75,uM,ctrl,0.259083728
Org64,2,left,B10,B,10,714,Staurosporine,0.5,uM,ctrl,0.205084016
Org64,2,left,B11,B,11,1540,Staurosporine,0.2,uM,ctrl,0.442338073
Org64,2,left,B12,B,12,2763,Staurosporine,0.1,uM,ctrl,0.793623438
Org64,2,right,B14,B,14,5759,Carboplatin,20,uM,ctrl,2.250928278
Org64,2,right,B15,B,15,2943,Carboplatin,10,uM,ctrl,1.150283369
Org64,2,right,B16,B,16,4274,Carboplatin,7.5,uM,ctrl,1.670510064
Org64,2,right,B17,B,17,7047,Carboplatin,5,uM,ctrl,2.754348251
Org64,2,right,B18,B,18,5177,Carboplatin,2,uM,ctrl,2.023451241
Org64,2,right,B19,B,19,6126,Carboplatin,1,uM,ctrl,2.394371702
Org64,2,right,B20,B,20,7082,Carboplatin,0.75,uM,ctrl,2.768028141
Org64,2,right,B21,B,21,5865,Carboplatin,0.5,uM,ctrl,2.292358804
Org64,2,right,B22,B,22,6255,Carboplatin,0.2,uM,ctrl,2.44479187
Org64,2,right,B23,B,23,6538,Carboplatin,0.1,uM,ctrl,2.555403557
Org64,2,left,C2,C,2,3363,DMSO,0,uM,ctrl,0.965962947
Org64,2,left,C3,C,3,7735,5-Fluouracil,20,uM,Sample,2.221743501
Org64,2,left,C4,C,4,6535,5-Fluouracil,10,uM,Sample,1.877064484
Org64,2,left,C5,C,5,6423,5-Fluouracil,7.5,uM,Sample,1.844894442
Org64,2,left,C6,C,6,5451,5-Fluouracil,5,uM,Sample,1.565704438
Org64,2,left,C7,C,7,4700,5-Fluouracil,2,uM,Sample,1.349992819
Org64,2,left,C8,C,8,7457,5-Fluouracil,1,uM,Sample,2.141892862
Org64,2,left,C9,C,9,7015,5-Fluouracil,0.75,uM,Sample,2.014936091
Org64,2,left,C10,C,10,5531,5-Fluouracil,0.5,uM,Sample,1.588683039
Org64,2,left,C11,C,11,11100,5-Fluouracil,0.2,uM,Sample,3.188280913
Org64,2,left,C12,C,12,8808,5-Fluouracil,0.1,uM,Sample,2.52994399
