Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org41,1,F3,F03,Oxaliplatin,20,uM,Sample,18740,F,3
Org41,1,M3,M03,Oxaliplatin,20,uM,Sample,17615,M,3
Org41,1,E23,E23,Paclitaxel,0.1,uM,Sample,8272,E,23
Org41,1,L23,L23,Paclitaxel,0.1,uM,Sample,8259,L,23
Org41,1,E22,E22,Paclitaxel,0.2,uM,Sample,8428,E,22
Org41,1,L22,L22,Paclitaxel,0.2,uM,Sample,8731,L,22
Org41,1,E21,E21,Paclitaxel,0.5,uM,Sample,8379,E,21
Org41,1,L21,L21,Paclitaxel,0.5,uM,Sample,9416,L,21
Org41,1,E20,E20,Paclitaxel,0.75,uM,Sample,7837,E,20
Org41,1,L20,L20,Paclitaxel,0.75,uM,Sample,8538,L,20
Org41,1,E19,E19,Paclitaxel,1,uM,Sample,7689,E,19
Org41,1,L19,L19,Paclitaxel,1,uM,Sample,9108,L,19
Org41,1,E18,E18,Paclitaxel,2,uM,Sample,8448,E,18
Org41,1,L18,L18,Paclitaxel,2,uM,Sample,8303,L,18
Org41,1,E17,E17,Paclitaxel,5,uM,Sample,8444,E,17
Org41,1,L17,L17,Paclitaxel,5,uM,Sample,10058,L,17
Org41,1,E16,E16,Paclitaxel,7.5,uM,Sample,8809,E,16
Org41,1,L16,L16,Paclitaxel,7.5,uM,Sample,10297,L,16
Org41,1,E15,E15,Paclitaxel,10,uM,Sample,9048,E,15
Org41,1,L15,L15,Paclitaxel,10,uM,Sample,10149,L,15
Org41,1,E14,E14,Paclitaxel,20,uM,Sample,10089,E,14
Org41,1,L14,L14,Paclitaxel,20,uM,Sample,11951,L,14
Org41,1,B12,B12,Staurosporine,0.1,uM,positive_control,4029,B,12
Org41,1,I12,I12,Staurosporine,0.1,uM,positive_control,4343,I,12
Org41,1,B11,B11,Staurosporine,0.2,uM,positive_control,3496,B,11
Org41,1,I11,I11,Staurosporine,0.2,uM,positive_control,3707,I,11
Org41,1,B10,B10,Staurosporine,0.5,uM,positive_control,3329,B,10
Org41,1,I10,I10,Staurosporine,0.5,uM,positive_control,3829,I,10
Org41,1,B9,B09,Staurosporine,0.75,uM,positive_control,1785,B,9
Org41,1,I9,I09,Staurosporine,0.75,uM,positive_control,1661,I,9
Org41,1,B8,B08,Staurosporine,1,uM,positive_control,373,B,8
Org41,1,I8,I08,Staurosporine,1,uM,positive_control,333,I,8
Org41,1,B7,B07,Staurosporine,2,uM,positive_control,322,B,7
Org41,1,I7,I07,Staurosporine,2,uM,positive_control,332,I,7
Org41,1,B6,B06,Staurosporine,5,uM,positive_control,363,B,6
Org41,1,I6,I06,Staurosporine,5,uM,positive_control,327,I,6
Org41,1,B5,B05,Staurosporine,7.5,uM,positive_control,278,B,5
Org41,1,I5,I05,Staurosporine,7.5,uM,positive_control,256,I,5
Org41,1,B4,B04,Staurosporine,10,uM,positive_control,226,B,4
Org41,1,I4,I04,Staurosporine,10,uM,positive_control,228,I,4
Org41,1,B3,B03,Staurosporine,20,uM,positive_control,323,B,3
Org41,1,I3,I03,Staurosporine,20,uM,positive_control,269,I,3
Org41,1,F23,F23,Topotecan,0.1,uM,Sample,8575,F,23
Org41,1,M23,M23,Topotecan,0.1,uM,Sample,7699,M,23
Org41,1,F22,F22,Topotecan,0.2,uM,Sample,6847,F,22
Org41,1,M22,M22,Topotecan,0.2,uM,Sample,6014,M,22
Org41,1,F21,F21,Topotecan,0.5,uM,Sample,4036,F,21
Org41,1,M21,M21,Topotecan,0.5,uM,Sample,4053,M,21
Org41,1,F20,F20,Topotecan,0.75,uM,Sample,3597,F,20
Org41,1,M20,M20,Topotecan,0.75,uM,Sample,3450,M,20
Org41,1,F19,F19,Topotecan,1,uM,Sample,3192,F,19
Org41,1,M19,M19,Topotecan,1,uM,Sample,3202,M,19
Org41,1,F18,F18,Topotecan,2,uM,positive_control,3246,F,18
Org41,1,M18,M18,Topotecan,2,uM,positive_control,3144,M,18
Org41,1,F17,F17,Topotecan,5,uM,positive_control,2404,F,17
Org41,1,M17,M17,Topotecan,5,uM,positive_control,2149,M,17
Org41,1,F16,F16,Topotecan,7.5,uM,positive_control,1896,F,16
Org41,1,M16,M16,Topotecan,7.5,uM,positive_control,1839,M,16
Org41,1,F15,F15,Topotecan,10,uM,positive_control,1406,F,15
Org41,1,M15,M15,Topotecan,10,uM,positive_control,1455,M,15
Org41,1,F14,F14,Topotecan,20,uM,positive_control,1150,F,14
Org41,1,M14,M14,Topotecan,20,uM,positive_control,1090,M,14
Org41,1,C2,C02,TritonX,0,uM,negative_control,16858,C,2
Org41,1,C13,C13,TritonX,0,uM,negative_control,15792,C,13
Org41,1,F2,F02,TritonX,0,uM,negative_control,17043,F,2
Org41,1,F13,F13,TritonX,0,uM,negative_control,15768,F,13
Org41,1,I2,I02,TritonX,0,uM,negative_control,18176,I,2
Org41,1,I13,I13,TritonX,0,uM,negative_control,16853,I,13
Org41,1,L2,L02,TritonX,0,uM,negative_control,17706,L,2
Org41,1,L13,L13,TritonX,0,uM,negative_control,16570,L,13
