Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org70,1,I3,I03,Staurosporine,20,uM,positive_control,646,I,3
Org70,1,I4,I04,Staurosporine,10,uM,positive_control,1190,I,4
Org70,1,I5,I05,Staurosporine,7.5,uM,positive_control,2340,I,5
Org70,1,I6,I06,Staurosporine,5,uM,positive_control,3569,I,6
Org70,1,I7,I07,Staurosporine,2,uM,positive_control,3729,I,7
Org70,1,I8,I08,Staurosporine,1,uM,positive_control,2818,I,8
Org70,1,I9,I09,Staurosporine,0.75,uM,positive_control,1721,I,9
Org70,1,I10,I10,Staurosporine,0.5,uM,positive_control,3544,I,10
Org70,1,I11,I11,Staurosporine,0.2,uM,positive_control,6431,I,11
Org70,1,I12,I12,Staurosporine,0.1,uM,positive_control,8285,I,12
Org70,1,I13,I13,TritonX,0,uM,negative_control,14595,I,13
Org70,1,I14,I14,Carboplatin,20,uM,Sample,5189,I,14
Org70,1,I15,I15,Carboplatin,10,uM,Sample,11021,I,15
Org70,1,I16,I16,Carboplatin,7.5,uM,Sample,11876,I,16
Org70,1,I17,I17,Carboplatin,5,uM,Sample,13213,I,17
Org70,1,I18,I18,Carboplatin,2,uM,Sample,16453,I,18
Org70,1,I19,I19,Carboplatin,1,uM,Sample,16193,I,19
Org70,1,I20,I20,Carboplatin,0.75,uM,Sample,16655,I,20
Org70,1,I21,I21,Carboplatin,0.5,uM,Sample,19560,I,21
Org70,1,I22,I22,Carboplatin,0.2,uM,Sample,19548,I,22
Org70,1,I23,I23,Carboplatin,0.1,uM,Sample,20702,I,23
Org70,1,J2,J02,DMSO,0,uM,negative_control,20622,J,2
Org70,1,J3,J03,5-Fluouracil,20,uM,Sample,21026,J,3
Org70,1,J4,J04,5-Fluouracil,10,uM,Sample,19512,J,4
Org70,1,J5,J05,5-Fluouracil,7.5,uM,Sample,20045,J,5
Org70,1,J6,J06,5-Fluouracil,5,uM,Sample,20162,J,6
Org70,1,J7,J07,5-Fluouracil,2,uM,Sample,19389,J,7
Org70,1,J8,J08,5-Fluouracil,1,uM,Sample,20478,J,8
Org70,1,J9,J09,5-Fluouracil,0.75,uM,Sample,21646,J,9
Org70,1,J10,J10,5-Fluouracil,0.5,uM,Sample,17833,J,10
Org70,1,J11,J11,5-Fluouracil,0.2,uM,Sample,17889,J,11
Org70,1,J12,J12,5-Fluouracil,0.1,uM,Sample,18023,J,12
Org70,1,J13,J13,DMSO,0,uM,negative_control,15150,J,13
Org70,1,J14,J14,Docetaxel,20,uM,Sample,11930,J,14
Org70,1,J15,J15,Docetaxel,10,uM,Sample,9087,J,15
Org70,1,J16,J16,Docetaxel,7.5,uM,Sample,10113,J,16
Org70,1,J17,J17,Docetaxel,5,uM,Sample,11513,J,17
Org70,1,J18,J18,Docetaxel,2,uM,Sample,10942,J,18
Org70,1,J19,J19,Docetaxel,1,uM,Sample,9369,J,19
Org70,1,J20,J20,Docetaxel,0.75,uM,Sample,10151,J,20
Org70,1,J21,J21,Docetaxel,0.5,uM,Sample,9660,J,21
Org70,1,J22,J22,Docetaxel,0.2,uM,Sample,9314,J,22
Org70,1,J23,J23,Docetaxel,0.1,uM,Sample,10085,J,23
Org70,1,K2,K02,Media,0,uM,negative_control,23782,K,2
Org70,1,K3,K03,Leucovorin,20,uM,Sample,22439,K,3
Org70,1,K4,K04,Leucovorin,10,uM,Sample,22109,K,4
Org70,1,K5,K05,Leucovorin,7.5,uM,Sample,20648,K,5
Org70,1,K6,K06,Leucovorin,5,uM,Sample,20685,K,6
Org70,1,K7,K07,Leucovorin,2,uM,Sample,20307,K,7
Org70,1,K8,K08,Leucovorin,1,uM,Sample,22017,K,8
Org70,1,K9,K09,Leucovorin,0.75,uM,Sample,21763,K,9
Org70,1,K10,K10,Leucovorin,0.5,uM,Sample,21781,K,10
Org70,1,K11,K11,Leucovorin,0.2,uM,Sample,20061,K,11
Org70,1,K12,K12,Leucovorin,0.1,uM,Sample,19405,K,12
Org70,1,K13,K13,Media,0,uM,negative_control,18012,K,13
Org70,1,K14,K14,Cisplatin,20,uM,Sample,8512,K,14
Org70,1,K15,K15,Cisplatin,10,uM,Sample,10836,K,15
Org70,1,K16,K16,Cisplatin,7.5,uM,Sample,10664,K,16
Org70,1,K17,K17,Cisplatin,5,uM,Sample,13232,K,17
Org70,1,K18,K18,Cisplatin,2,uM,Sample,15149,K,18
Org70,1,K19,K19,Cisplatin,1,uM,Sample,17823,K,19
Org70,1,K20,K20,Cisplatin,0.75,uM,Sample,19596,K,20
Org70,1,K21,K21,Cisplatin,0.5,uM,Sample,21017,K,21
Org70,1,K22,K22,Cisplatin,0.2,uM,Sample,21680,K,22
Org70,1,K23,K23,Cisplatin,0.1,uM,Sample,21649,K,23
Org70,1,L2,L02,TritonX,0,uM,negative_control,21112,L,2
Org70,1,L3,L03,Irinotecan,20,uM,Sample,15616,L,3
Org70,1,L4,L04,Irinotecan,10,uM,Sample,20844,L,4
Org70,1,L5,L05,Irinotecan,7.5,uM,Sample,21821,L,5
Org70,1,L6,L06,Irinotecan,5,uM,Sample,23213,L,6
Org70,1,L7,L07,Irinotecan,2,uM,Sample,22967,L,7
Org70,1,L8,L08,Irinotecan,1,uM,Sample,23300,L,8
Org70,1,L9,L09,Irinotecan,0.75,uM,Sample,22855,L,9
Org70,1,L10,L10,Irinotecan,0.5,uM,Sample,20329,L,10
Org70,1,L11,L11,Irinotecan,0.2,uM,Sample,20466,L,11
Org70,1,L12,L12,Irinotecan,0.1,uM,Sample,19380,L,12
Org70,1,L13,L13,TritonX,0,uM,negative_control,14100,L,13
Org70,1,L14,L14,Paclitaxel,20,uM,Sample,11484,L,14
Org70,1,L15,L15,Paclitaxel,10,uM,Sample,11345,L,15
Org70,1,L16,L16,Paclitaxel,7.5,uM,Sample,11068,L,16
Org70,1,L17,L17,Paclitaxel,5,uM,Sample,12021,L,17
Org70,1,L18,L18,Paclitaxel,2,uM,Sample,9934,L,18
Org70,1,L19,L19,Paclitaxel,1,uM,Sample,9784,L,19
Org70,1,L20,L20,Paclitaxel,0.75,uM,Sample,10181,L,20
Org70,1,L21,L21,Paclitaxel,0.5,uM,Sample,9591,L,21
Org70,1,L22,L22,Paclitaxel,0.2,uM,Sample,11681,L,22
Org70,1,L23,L23,Paclitaxel,0.1,uM,Sample,11284,L,23
Org70,1,M2,NA,DMSO,0,uM,negative_control,23276,M,2
Org70,1,M3,M03,Oxaliplatin,20,uM,Sample,13009,M,3
Org70,1,M4,M04,Oxaliplatin,10,uM,Sample,14291,M,4
Org70,1,M5,M05,Oxaliplatin,7.5,uM,Sample,20086,M,5
Org70,1,M6,M06,Oxaliplatin,5,uM,Sample,16046,M,6
Org70,1,M7,M07,Oxaliplatin,2,uM,Sample,16629,M,7
Org70,1,M8,M08,Oxaliplatin,1,uM,Sample,17432,M,8
Org70,1,M9,M09,Oxaliplatin,0.75,uM,Sample,17471,M,9
Org70,1,M10,M10,Oxaliplatin,0.5,uM,Sample,21106,M,10
Org70,1,M11,M11,Oxaliplatin,0.2,uM,Sample,21775,M,11
Org70,1,M12,M12,Oxaliplatin,0.1,uM,Sample,17750,M,12
Org70,1,M13,M13,DMSO,0,uM,negative_control,20299,M,13
Org70,1,M14,M14,Topotecan,20,uM,positive_control,2329,M,14
Org70,1,M15,M15,Topotecan,10,uM,positive_control,2921,M,15
Org70,1,M16,M16,Topotecan,7.5,uM,positive_control,3843,M,16
Org70,1,M17,M17,Topotecan,5,uM,positive_control,5318,M,17
Org70,1,M18,M18,Topotecan,2,uM,positive_control,7262,M,18
Org70,1,M19,M19,Topotecan,1,uM,Sample,9047,M,19
Org70,1,M20,M20,Topotecan,0.75,uM,Sample,10798,M,20
Org70,1,M21,M21,Topotecan,0.5,uM,Sample,13583,M,21
Org70,1,M22,M22,Topotecan,0.2,uM,Sample,16453,M,22
Org70,1,M23,M23,Topotecan,0.1,uM,Sample,16264,M,23
Org70,1,N2,N02,Media,0,uM,negative_control,18252,N,2
Org70,1,N3,N03,Doxorubicin,20,uM,positive_control,2010,N,3
Org70,1,N4,N04,Doxorubicin,10,uM,positive_control,1390,N,4
Org70,1,N5,N05,Doxorubicin,7.5,uM,positive_control,2180,N,5
Org70,1,N6,N06,Doxorubicin,5,uM,Sample,6163,N,6
Org70,1,N7,N07,Doxorubicin,2,uM,Sample,11727,N,7
Org70,1,N8,N08,Doxorubicin,1,uM,Sample,14481,N,8
Org70,1,N9,N09,Doxorubicin,0.75,uM,Sample,15531,N,9
Org70,1,N10,N10,Doxorubicin,0.5,uM,Sample,18275,N,10
Org70,1,N11,N11,Doxorubicin,0.2,uM,Sample,19362,N,11
Org70,1,N12,N12,Doxorubicin,0.1,uM,Sample,18031,N,12
Org70,1,N13,N13,Media,0,uM,negative_control,19753,N,13
Org70,1,N14,N14,Mitomycin C,20,uM,positive_control,744,N,14
Org70,1,N15,N15,Mitomycin C,10,uM,positive_control,727,N,15
Org70,1,N16,N16,Mitomycin C,7.5,uM,positive_control,987,N,16
Org70,1,N17,N17,Mitomycin C,5,uM,positive_control,2833,N,17
Org70,1,N18,N18,Mitomycin C,2,uM,Sample,12278,N,18
Org70,1,N19,N19,Mitomycin C,1,uM,Sample,14606,N,19
Org70,1,N20,N20,Mitomycin C,0.75,uM,Sample,15364,N,20
Org70,1,N21,N21,Mitomycin C,0.5,uM,Sample,15351,N,21
Org70,1,N22,N22,Mitomycin C,0.2,uM,Sample,16817,N,22
Org70,1,N23,N23,Mitomycin C,0.1,uM,Sample,16680,N,23
Org70,1,O2,O2,Media,0,uM,negative_control,18205,O,2
Org70,1,O3,O03,Gemcitabine,20,uM,Sample,5239,O,3
Org70,1,O4,O04,Gemcitabine,10,uM,Sample,6050,O,4
Org70,1,O5,O05,Gemcitabine,7.5,uM,Sample,6847,O,5
Org70,1,O6,O06,Gemcitabine,5,uM,Sample,7884,O,6
Org70,1,O7,O07,Gemcitabine,2,uM,Sample,10116,O,7
Org70,1,O8,O08,Gemcitabine,1,uM,Sample,9821,O,8
Org70,1,O9,O09,Gemcitabine,0.75,uM,Sample,11260,O,9
Org70,1,O10,O10,Gemcitabine,0.5,uM,Sample,9378,O,10
Org70,1,O11,O11,Gemcitabine,0.2,uM,Sample,11553,O,11
Org70,1,O12,O12,Gemcitabine,0.1,uM,Sample,7974,O,12
Org70,1,O13,O13,Media,0,uM,negative_control,4950,O,13
Org70,1,O14,O14,Cetuximab,5,uM,Sample,87,O,14
Org70,1,O15,O15,Cetuximab,2,uM,Sample,131,O,15
Org70,1,O16,O16,Cetuximab,1,uM,Sample,6665,O,16
Org70,1,O17,O17,Cetuximab,0.75,uM,Sample,4150,O,17
Org70,1,O18,O18,Cetuximab,0.5,uM,Sample,3660,O,18
Org70,1,O19,O19,Cetuximab,0.2,uM,Sample,5969,O,19
Org70,1,O20,O20,Cetuximab,0.1,uM,Sample,7297,O,20
Org70,1,O21,O21,Cetuximab,0.05,uM,Sample,7860,O,21
Org70,1,O22,O22,Cetuximab,0.02,uM,Sample,9083,O,22
Org70,1,O23,O23,Cetuximab,0.01,uM,Sample,18021,O,23
